"RN","CLIENTE","CD_ALOCACAO","DATA_HORA_VAZAO","TURNO","DATA_SAIDA_CAMINHAO","DATA_CHEGADA_CAMINHAO","DESCRICAO_TIPO_CARGA","PESO_PADRAO","DISTANCIA","VAZAO_FRENTE"
1,CERRADINHO,633000,2024-10-14 15:49:00.000,MANHA,2024-10-14 15:50:02.000,2024-10-14 15:51:44.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,632966,2024-10-14 11:37:00.000,MANHA,2024-10-14 11:37:26.000,2024-10-14 15:52:39.000,RODOTREM PROPRIO,60,45.77,
1,CERRADINHO,632983,2024-10-14 12:55:00.000,MANHA,2024-10-14 12:56:40.000,2024-10-14 15:53:28.000,RODOTREM TERCEIRO,60,28.01,237.14
1,CERRADINHO,633005,2024-10-14 16:09:00.000,MANHA,2024-10-14 16:09:48.000,2024-10-14 16:16:05.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,632981,2024-10-14 12:47:00.000,MANHA,2024-10-14 12:48:37.000,2024-10-14 16:18:47.000,RODOTREM PROPRIO,60,30.26,
1,CERRADINHO,632962,2024-10-14 11:33:00.000,MANHA,2024-10-14 11:34:31.000,2024-10-14 16:51:25.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,632964,2024-10-14 11:35:00.000,MANHA,2024-10-14 11:35:54.000,2024-10-14 16:59:35.000,RODOTREM PROPRIO,60,64.16,176.55
1,CERRADINHO,632997,2024-10-14 15:23:00.000,MANHA,2024-10-14 15:24:57.000,2024-10-14 17:10:42.000,RODOTREM TERCEIRO,60,31.73,238.16
1,CERRADINHO,632998,2024-10-14 15:41:00.000,MANHA,2024-10-14 15:42:50.000,2024-10-14 17:13:38.000,RODOTREM TERCEIRO,60,28.01,293.87
1,CERRADINHO,632984,2024-10-14 13:07:00.000,MANHA,2024-10-14 13:07:48.000,2024-10-14 17:15:48.000,RODOTREM PROPRIO,60,45.77,
1,CERRADINHO,632982,2024-10-14 12:55:00.000,MANHA,2024-10-14 12:56:39.000,2024-10-14 17:29:49.000,RODOTREM PROPRIO,60,64.16,176.41
1,CERRADINHO,633003,2024-10-14 15:53:00.000,MANHA,2024-10-14 15:53:33.000,2024-10-14 17:32:45.000,RODOTREM TERCEIRO,60,31.73,248.47
1,CERRADINHO,633002,2024-10-14 15:51:00.000,MANHA,2024-10-14 15:52:09.000,2024-10-14 17:59:19.000,RODOTREM PROPRIO,60,23.84,0
1,CERRADINHO,633008,2024-10-14 16:29:00.000,MANHA,2024-10-14 16:30:33.000,2024-10-14 18:06:28.000,RODOTREM TERCEIRO,60,31.73,247.98
1,CERRADINHO,633007,2024-10-14 16:25:00.000,MANHA,2024-10-14 16:25:50.000,2024-10-14 18:12:57.000,RODOTREM TERCEIRO,60,28.01,295.72
1,CERRADINHO,633001,2024-10-14 15:51:00.000,MANHA,2024-10-14 15:51:46.000,2024-10-14 18:20:27.000,RODOTREM PROPRIO,60,30.26,
1,CERRADINHO,632978,2024-10-14 12:25:00.000,MANHA,2024-10-14 12:25:37.000,2024-10-14 18:24:12.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,632996,2024-10-14 15:13:00.000,MANHA,2024-10-14 15:14:51.000,2024-10-14 18:25:51.000,RODOTREM TERCEIRO,60,28.01,293.87
1,CERRADINHO,633016,2024-10-14 17:07:00.000,MANHA,2024-10-14 17:08:41.000,2024-10-14 18:45:39.000,RODOTREM PROPRIO,60,16.24,84.62
1,CERRADINHO,633014,2024-10-14 16:59:00.000,MANHA,2024-10-14 17:00:44.000,2024-10-14 18:47:54.000,RODOTREM TERCEIRO,60,28.01,222.79
1,CERRADINHO,632985,2024-10-14 13:17:00.000,MANHA,2024-10-14 13:18:35.000,2024-10-14 18:48:27.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,633019,2024-10-14 17:13:00.000,MANHA,2024-10-14 17:13:53.000,2024-10-14 19:01:04.000,RODOTREM PROPRIO,60,31.73,189.19
1,CERRADINHO,633029,2024-10-14 17:55:00.000,MANHA,2024-10-14 17:55:37.000,2024-10-14 19:19:25.000,RODOTREM PROPRIO,60,23.84,0
1,CERRADINHO,633025,2024-10-14 17:47:00.000,MANHA,2024-10-14 17:48:27.000,2024-10-14 19:24:11.000,RODOTREM TERCEIRO,60,28.01,205.3
1,CERRADINHO,633026,2024-10-14 17:49:00.000,MANHA,2024-10-14 17:49:01.000,2024-10-14 19:26:22.000,RODOTREM PROPRIO,60,16.24,70.46
1,CERRADINHO,633017,2024-10-14 17:09:00.000,MANHA,2024-10-14 17:09:24.000,2024-10-14 19:26:29.000,TRITREM PROPRIO,90,23.84,0
1,CERRADINHO,633027,2024-10-14 17:51:00.000,MANHA,2024-10-14 17:52:15.000,2024-10-14 19:28:33.000,RODOTREM TERCEIRO,60,31.73,120.86
1,CERRADINHO,633012,2024-10-14 16:49:00.000,MANHA,2024-10-14 16:50:55.000,2024-10-14 19:34:11.000,RODOTREM PROPRIO,60,30.26,
1,CERRADINHO,633030,2024-10-14 17:57:00.000,MANHA,2024-10-14 17:58:02.000,2024-10-14 19:38:15.000,RODOTREM TERCEIRO,60,28.01,215.95
1,CERRADINHO,633006,2024-10-14 16:23:00.000,MANHA,2024-10-14 16:24:49.000,2024-10-14 19:46:24.000,RODOTREM TERCEIRO,60,63.4,94.28
1,CERRADINHO,633009,2024-10-14 16:33:00.000,MANHA,2024-10-14 16:34:09.000,2024-10-14 19:54:02.000,RODOTREM PROPRIO,60,64.16,44.48
1,CERRADINHO,633031,2024-10-14 18:03:00.000,MANHA,2024-10-14 18:03:54.000,2024-10-14 19:58:08.000,RODOTREM PROPRIO,60,31.73,121.13
1,CERRADINHO,633035,2024-10-14 18:21:00.000,MANHA,2024-10-14 18:22:46.000,2024-10-14 20:03:12.000,RODOTREM PROPRIO,60,28.01,216.74
1,CERRADINHO,633037,2024-10-14 18:29:00.000,MANHA,2024-10-14 18:30:37.000,2024-10-14 20:04:24.000,RODOTREM TERCEIRO,60,28.01,151.38
1,CERRADINHO,633004,2024-10-14 15:59:00.000,MANHA,2024-10-14 16:00:55.000,2024-10-14 20:07:32.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,633011,2024-10-14 16:47:00.000,MANHA,2024-10-14 16:47:51.000,2024-10-14 20:08:02.000,RODOTREM PROPRIO,60,49.22,
1,CERRADINHO,633015,2024-10-14 17:05:00.000,MANHA,2024-10-14 17:06:38.000,2024-10-14 20:08:23.000,RODOTREM PROPRIO,60,45.77,
1,CERRADINHO,633010,2024-10-14 16:47:00.000,MANHA,2024-10-14 16:47:29.000,2024-10-14 20:21:06.000,RODOTREM TERCEIRO,60,63.4,92.41
1,CERRADINHO,633038,2024-10-14 18:31:00.000,MANHA,2024-10-14 18:32:10.000,2024-10-14 20:25:52.000,RODOTREM PROPRIO,60,31.73,120.59
1,CERRADINHO,633013,2024-10-14 16:53:00.000,MANHA,2024-10-14 16:54:56.000,2024-10-14 20:38:07.000,RODOTREM PROPRIO,60,64.16,44.48
1,CERRADINHO,633042,2024-10-14 18:45:00.000,MANHA,2024-10-14 18:46:46.000,2024-10-14 20:49:52.000,RODOTREM PROPRIO,60,16.24,92.94
1,CERRADINHO,633039,2024-10-14 18:37:00.000,MANHA,2024-10-14 18:37:53.000,2024-10-14 21:05:09.000,RODOTREM PROPRIO,60,23.84,
1,CERRADINHO,633052,2024-10-14 19:35:00.000,NOITE,2024-10-14 19:35:33.000,2024-10-14 21:08:22.000,RODOTREM PROPRIO,60,31.73,244.75
1,CERRADINHO,633043,2024-10-14 18:47:00.000,MANHA,2024-10-14 18:47:38.000,2024-10-14 21:15:44.000,RODOTREM TERCEIRO,60,28.01,159.05
1,CERRADINHO,633050,2024-10-14 19:31:00.000,NOITE,2024-10-14 19:31:05.000,2024-10-14 21:22:59.000,RODOTREM TERCEIRO,60,28.01,236.1
1,CERRADINHO,633020,2024-10-14 17:25:00.000,MANHA,2024-10-14 17:25:31.000,2024-10-14 21:25:46.000,RODOTREM PROPRIO,60,30.26,
1,CERRADINHO,633055,2024-10-14 19:51:00.000,NOITE,2024-10-14 19:51:00.000,2024-10-14 21:30:53.000,RODOTREM PROPRIO,60,31.73,244.75
1,CERRADINHO,633023,2024-10-14 17:35:00.000,MANHA,2024-10-14 17:35:39.000,2024-10-14 21:32:48.000,RODOTREM PROPRIO,60,64.16,44.32
1,CERRADINHO,633078,2024-10-14 21:31:00.000,NOITE,2024-10-14 21:32:05.000,2024-10-14 21:32:49.000,RODOTREM PROPRIO,60,49.22,
1,CERRADINHO,633059,2024-10-14 20:03:00.000,NOITE,2024-10-14 20:04:06.000,2024-10-14 21:34:04.000,RODOTREM TERCEIRO,60,31.73,244.75
1,CERRADINHO,633056,2024-10-14 19:51:00.000,NOITE,2024-10-14 19:52:54.000,2024-10-14 21:42:03.000,RODOTREM PROPRIO,60,16.24,81.46
1,CERRADINHO,633036,2024-10-14 18:25:00.000,MANHA,2024-10-14 18:26:06.000,2024-10-14 22:00:35.000,RODOTREM PROPRIO,60,30.26,
1,CERRADINHO,633040,2024-10-14 18:41:00.000,MANHA,2024-10-14 18:41:42.000,2024-10-14 22:03:08.000,RODOTREM TERCEIRO,60,63.4,92.93
1,CERRADINHO,633024,2024-10-14 17:43:00.000,MANHA,2024-10-14 17:43:02.000,2024-10-14 22:05:16.000,RODOTREM PROPRIO,60,49.22,
1,CERRADINHO,633049,2024-10-14 19:27:00.000,NOITE,2024-10-14 19:27:34.000,2024-10-14 22:08:49.000,TRITREM PROPRIO,90,23.84,112.59
1,CERRADINHO,633057,2024-10-14 19:57:00.000,NOITE,2024-10-14 19:57:01.000,2024-10-14 22:10:16.000,RODOTREM TERCEIRO,60,28.01,277.94
1,CERRADINHO,633062,2024-10-14 20:23:00.000,NOITE,2024-10-14 20:24:44.000,2024-10-14 22:13:36.000,RODOTREM PROPRIO,60,31.73,246.33
1,CERRADINHO,633065,2024-10-14 20:39:00.000,NOITE,2024-10-14 20:40:17.000,2024-10-14 22:17:58.000,RODOTREM PROPRIO,60,23.84,109.04
1,CERRADINHO,633061,2024-10-14 20:21:00.000,NOITE,2024-10-14 20:22:10.000,2024-10-14 22:18:36.000,RODOTREM TERCEIRO,60,28.01,284.45
1,CERRADINHO,633034,2024-10-14 18:19:00.000,MANHA,2024-10-14 18:19:17.000,2024-10-14 22:22:33.000,RODOTREM PROPRIO,60,63.4,86.97
1,CERRADINHO,633046,2024-10-14 19:03:00.000,NOITE,2024-10-14 19:03:28.000,2024-10-14 22:24:33.000,RODOTREM TERCEIRO,60,63.4,94.86
1,CERRADINHO,633064,2024-10-14 20:35:00.000,NOITE,2024-10-14 20:35:08.000,2024-10-14 22:41:08.000,RODOTREM TERCEIRO,60,28.01,281.51
1,CERRADINHO,633075,2024-10-14 21:25:00.000,NOITE,2024-10-14 21:26:34.000,2024-10-14 22:47:03.000,RODOTREM PROPRIO,60,23.84,109.04
1,CERRADINHO,633032,2024-10-14 18:07:00.000,MANHA,2024-10-14 18:07:26.000,2024-10-14 22:48:49.000,RODOTREM PROPRIO,60,45.77,
1,CERRADINHO,633018,2024-10-14 17:13:00.000,MANHA,2024-10-14 17:13:30.000,2024-10-14 22:50:40.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,633054,2024-10-14 19:49:00.000,NOITE,2024-10-14 19:49:48.000,2024-10-14 22:53:34.000,RODOTREM PROPRIO,60,28.01,277.28
1,CERRADINHO,633074,2024-10-14 21:23:00.000,NOITE,2024-10-14 21:24:44.000,2024-10-14 22:54:58.000,RODOTREM PROPRIO,60,31.73,261.2
1,CERRADINHO,633068,2024-10-14 20:51:00.000,NOITE,2024-10-14 20:51:00.000,2024-10-14 22:56:14.000,RODOTREM TERCEIRO,60,28.01,273.18
1,CERRADINHO,633058,2024-10-14 20:01:00.000,NOITE,2024-10-14 20:02:38.000,2024-10-14 23:05:57.000,RODOTREM PROPRIO,60,16.24,81.46
1,CERRADINHO,633071,2024-10-14 21:07:00.000,NOITE,2024-10-14 21:07:14.000,2024-10-14 23:06:24.000,RODOTREM PROPRIO,60,28.01,273.18
1,CERRADINHO,633072,2024-10-14 21:19:00.000,NOITE,2024-10-14 21:19:45.000,2024-10-14 23:07:30.000,RODOTREM PROPRIO,60,16.24,80.5
1,CERRADINHO,633041,2024-10-14 18:43:00.000,MANHA,2024-10-14 18:44:51.000,2024-10-14 23:09:10.000,TRITREM PROPRIO,90,23.84,128.81
1,CERRADINHO,633077,2024-10-14 21:31:00.000,NOITE,2024-10-14 21:31:30.000,2024-10-14 23:10:20.000,RODOTREM PROPRIO,60,31.73,261.48
1,CERRADINHO,633048,2024-10-14 19:23:00.000,NOITE,2024-10-14 19:23:03.000,2024-10-14 23:10:49.000,RODOTREM PROPRIO,60,45.77,
1,CERRADINHO,633045,2024-10-14 19:01:00.000,NOITE,2024-10-14 19:02:49.000,2024-10-14 23:12:04.000,RODOTREM PROPRIO,60,30.26,
1,CERRADINHO,633044,2024-10-14 18:59:00.000,NOITE,2024-10-14 19:00:05.000,2024-10-14 23:20:08.000,RODOTREM PROPRIO,60,49.22,
1,CERRADINHO,633028,2024-10-14 17:53:00.000,MANHA,2024-10-14 17:53:42.000,2024-10-14 23:26:24.000,RODOTREM PROPRIO,60,64.16,44.32
1,CERRADINHO,633073,2024-10-14 21:23:00.000,NOITE,2024-10-14 21:23:39.000,2024-10-14 23:42:17.000,RODOTREM PROPRIO,60,28.01,283.76
1,CERRADINHO,633081,2024-10-14 21:47:00.000,NOITE,2024-10-14 21:47:37.000,2024-10-14 23:44:35.000,RODOTREM TERCEIRO,60,31.73,265.56
1,CERRADINHO,633060,2024-10-14 20:07:00.000,NOITE,2024-10-14 20:08:39.000,2024-10-14 23:49:25.000,RODOTREM PROPRIO,60,63.4,107.67
1,CERRADINHO,633067,2024-10-14 20:41:00.000,NOITE,2024-10-14 20:42:53.000,2024-10-14 23:54:35.000,RODOTREM PROPRIO,60,63.4,112.72
1,CERRADINHO,633083,2024-10-14 22:03:00.000,NOITE,2024-10-14 22:04:33.000,2024-10-15 00:04:02.000,RODOTREM PROPRIO,60,31.73,265.56
1,CERRADINHO,633086,2024-10-14 22:17:00.000,NOITE,2024-10-14 22:18:42.000,2024-10-15 00:16:01.000,RODOTREM PROPRIO,60,28.01,309.83
1,CERRADINHO,633063,2024-10-14 20:33:00.000,NOITE,2024-10-14 20:33:40.000,2024-10-15 00:16:43.000,RODOTREM PROPRIO,60,64.16,37.66
1,CERRADINHO,633079,2024-10-14 21:33:00.000,NOITE,2024-10-14 21:33:01.000,2024-10-15 00:17:26.000,TRITREM PROPRIO,90,23.84,109.04
1,CERRADINHO,633090,2024-10-14 22:35:00.000,NOITE,2024-10-14 22:36:32.000,2024-10-15 00:17:27.000,RODOTREM PROPRIO,60,23.84,109.01
1,CERRADINHO,633053,2024-10-14 19:35:00.000,NOITE,2024-10-14 19:36:31.000,2024-10-15 00:17:27.000,RODOTREM PROPRIO,60,64.16,38.71
1,CERRADINHO,633088,2024-10-14 22:31:00.000,NOITE,2024-10-14 22:32:44.000,2024-10-15 00:18:33.000,RODOTREM PROPRIO,60,16.24,55.36
1,CERRADINHO,633022,2024-10-14 17:31:00.000,MANHA,2024-10-14 17:31:27.000,2024-10-15 00:20:12.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,633089,2024-10-14 22:33:00.000,NOITE,2024-10-14 22:33:43.000,2024-10-15 00:22:22.000,RODOTREM TERCEIRO,60,31.73,277.09
1,CERRADINHO,633033,2024-10-14 18:11:00.000,MANHA,2024-10-14 18:11:05.000,2024-10-15 00:26:49.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,632999,2024-10-14 15:45:00.000,MANHA,2024-10-14 15:45:32.000,2024-10-15 00:31:24.000,RODOTREM PROPRIO,60,28.01,293.87
1,CERRADINHO,633091,2024-10-14 22:39:00.000,NOITE,2024-10-14 22:40:29.000,2024-10-15 00:32:32.000,RODOTREM PROPRIO,60,28.01,239.94
1,CERRADINHO,633092,2024-10-14 22:41:00.000,NOITE,2024-10-14 22:42:05.000,2024-10-15 00:33:28.000,RODOTREM PROPRIO,60,23.84,124.87
1,CERRADINHO,633096,2024-10-14 23:07:00.000,NOITE,2024-10-14 23:07:27.000,2024-10-15 00:44:11.000,RODOTREM TERCEIRO,60,31.73,281.7
1,CERRADINHO,633098,2024-10-14 23:13:00.000,NOITE,2024-10-14 23:13:07.000,2024-10-15 00:46:41.000,RODOTREM TERCEIRO,60,28.01,249.45
1,CERRADINHO,633080,2024-10-14 21:37:00.000,NOITE,2024-10-14 21:37:39.000,2024-10-15 00:51:08.000,RODOTREM PROPRIO,60,49.22,
1,CERRADINHO,633085,2024-10-14 22:13:00.000,NOITE,2024-10-14 22:14:47.000,2024-10-15 00:58:24.000,RODOTREM PROPRIO,60,30.26,
1,CERRADINHO,633093,2024-10-14 22:43:00.000,NOITE,2024-10-14 22:43:44.000,2024-10-15 01:10:43.000,RODOTREM PROPRIO,60,16.24,80.13
1,CERRADINHO,633082,2024-10-14 21:55:00.000,NOITE,2024-10-14 21:56:36.000,2024-10-15 01:11:32.000,RODOTREM TERCEIRO,60,63.4,161.06
1,CERRADINHO,633076,2024-10-14 21:27:00.000,NOITE,2024-10-14 21:28:34.000,2024-10-15 01:17:37.000,TRITREM PROPRIO,90,45.77,
1,CERRADINHO,633104,2024-10-14 23:41:00.000,NOITE,2024-10-14 23:42:33.000,2024-10-15 01:19:08.000,RODOTREM TERCEIRO,60,31.73,142.42
1,CERRADINHO,633084,2024-10-14 22:07:00.000,NOITE,2024-10-14 22:08:07.000,2024-10-15 01:29:42.000,RODOTREM TERCEIRO,60,63.4,162.23
1,CERRADINHO,633107,2024-10-14 23:55:00.000,NOITE,2024-10-14 23:56:58.000,2024-10-15 01:37:04.000,RODOTREM PROPRIO,60,28.01,250.08
1,CERRADINHO,633051,2024-10-14 19:33:00.000,NOITE,2024-10-14 19:33:27.000,2024-10-15 01:49:15.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,633105,2024-10-14 23:47:00.000,NOITE,2024-10-14 23:47:53.000,2024-10-15 01:57:17.000,RODOTREM PROPRIO,60,31.73,203.75
1,CERRADINHO,633095,2024-10-14 23:01:00.000,NOITE,2024-10-14 23:02:43.000,2024-10-15 02:14:16.000,RODOTREM PROPRIO,60,30.26,
1,CERRADINHO,633094,2024-10-14 22:51:00.000,NOITE,2024-10-14 22:52:02.000,2024-10-15 02:16:19.000,RODOTREM TERCEIRO,60,63.4,175.52
1,CERRADINHO,633069,2024-10-14 20:53:00.000,NOITE,2024-10-14 20:53:07.000,2024-10-15 02:24:48.000,RODOTREM PROPRIO,60,64.16,
1,CERRADINHO,633099,2024-10-14 23:17:00.000,NOITE,2024-10-14 23:18:01.000,2024-10-15 02:33:16.000,RODOTREM PROPRIO,60,49.22,
1,CERRADINHO,633102,2024-10-14 23:35:00.000,NOITE,2024-10-14 23:35:06.000,2024-10-15 02:40:07.000,RODOTREM PROPRIO,60,45.77,
1,CERRADINHO,633097,2024-10-14 23:11:00.000,NOITE,2024-10-14 23:11:44.000,2024-10-15 02:52:26.000,RODOTREM PROPRIO,60,64.16,
1,CERRADINHO,633101,2024-10-14 23:25:00.000,NOITE,2024-10-14 23:26:52.000,2024-10-15 03:01:58.000,RODOTREM PROPRIO,60,64.16,
1,CERRADINHO,633100,2024-10-14 23:21:00.000,NOITE,2024-10-14 23:22:46.000,2024-10-15 03:03:13.000,RODOTREM TERCEIRO,60,63.4,147.13
1,CERRADINHO,633108,2024-10-14 23:59:00.000,NOITE,2024-10-14 23:59:57.000,2024-10-15 03:35:27.000,RODOTREM PROPRIO,60,64.16,
1,CERRADINHO,633106,2024-10-14 23:47:00.000,NOITE,2024-10-14 23:48:51.000,2024-10-15 03:37:45.000,TRITREM PROPRIO,90,45.77,
1,CERRADINHO,633087,2024-10-14 22:23:00.000,NOITE,2024-10-14 22:24:29.000,2024-10-15 03:41:13.000,RODOTREM PROPRIO,60,45.77,
1,CERRADINHO,633103,2024-10-14 23:37:00.000,NOITE,2024-10-14 23:38:43.000,2024-10-15 04:53:45.000,RODOTREM PROPRIO,60,78.42,
1,CERRADINHO,633070,2024-10-14 21:01:00.000,NOITE,2024-10-14 21:01:51.000,2024-10-15 05:15:53.000,RODOTREM TERCEIRO,60,63.4,150.92
1,CERRADINHO,632857,2024-10-14 02:45:00.000,NOITE,2024-10-14 02:45:49.000,2024-10-15 06:13:16.000,RODOTREM PROPRIO,60,28.01,213.83
1,CERRADINHO,632907,2024-10-14 06:59:00.000,MANHA,2024-10-14 07:00:02.000,2024-10-15 06:54:51.000,RODOTREM TERCEIRO,60,28.01,217.42
1,CERRADINHO,633066,2024-10-14 20:39:00.000,NOITE,2024-10-14 20:40:49.000,2024-10-15 07:59:32.000,RODOTREM PROPRIO,60,31.73,256.52
1,CERRADINHO,633047,2024-10-14 19:21:00.000,NOITE,2024-10-14 19:21:07.000,2024-10-15 17:39:52.000,RODOTREM PROPRIO,60,64.16,44.32
1,CERRADINHO,632968,2024-10-14 11:53:00.000,MANHA,2024-10-14 11:53:52.000,2024-10-15 19:57:37.000,RODOTREM PROPRIO,60,64.16,175.72
1,CERRADINHO,633021,2024-10-14 17:27:00.000,MANHA,2024-10-14 17:27:58.000,2024-10-17 01:07:27.000,RODOTREM PROPRIO,60,45.77,
